time,ntime,latitude,nlatitude,longitude,nlongitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-06T17:51:20.600Z,2019-02-06 17:51:21,47.11433333,137.1143333,-118.4598333,61.5401667,-0.45,1.63,ml,13,191,,0.66,uw,uw61510856,2019-02-07T01:15:30.595Z,"6km WSW of Ritzville, Washington",explosion,2.15,31.61,0.16522341,11,reviewed,uw,uw
2019-02-06T17:44:45.510Z,2019-02-06 17:44:46,21.4033,111.4033,146.0927,326.0927,4.92,5.3,mww,,42,6.136,0.88,us,us2000je96,2019-02-06T18:30:49.040Z,"156km NE of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.2,2.3,0.071,19,reviewed,us,us
2019-02-06T17:41:26.032Z,2019-02-06 17:41:26,60.4333,150.4333,-147.746,32.254,16.3,1.7,ml,,,,0.3,ak,ak0191ph91x7,2019-02-06T17:43:55.787Z,"63km SE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-06T17:36:29.802Z,2019-02-06 17:36:30,59.4774,149.4774,-152.8951,27.1049,75.1,2.5,ml,,,,0.49,ak,ak0191ph7zms,2019-02-06T17:39:44.561Z,"68km WSW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-06T17:33:23.711Z,2019-02-06 17:33:24,39.3339,129.3339,-120.1385,59.8615,8.3,0.6,ml,6,83.38,0.127,0.0993,nn,nn00676970,2019-02-06T22:25:12.699Z,"3km E of Truckee, California",earthquake,,5.1,0.45,2,reviewed,nn,nn
2019-02-06T17:31:40.281Z,2019-02-06 17:31:40,60.9842,150.9842,-146.571,33.429,19.9,1.6,ml,,,,0.64,ak,ak0191ph6xv9,2019-02-06T17:36:03.406Z,"20km SW of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-06T17:31:21.174Z,2019-02-06 17:31:21,39.3397,129.3397,-120.1348,59.8652,7.7,0.5,ml,6,94.48,0.132,0.105,nn,nn00676969,2019-02-06T20:55:53.219Z,"4km ENE of Truckee, California",earthquake,,5.1,0.51,2,reviewed,nn,nn
2019-02-06T16:58:43.680Z,2019-02-06 16:58:44,-8.0676,81.9324,158.1798,338.1798,92.59,4.6,mb,,76,2.215,0.72,us,us2000je8e,2019-02-07T23:56:46.040Z,"94km W of Dadali, Solomon Islands",earthquake,13.1,6.3,0.077,50,reviewed,us,us
2019-02-06T16:51:55.230Z,2019-02-06 16:51:55,33.4913333,123.4913333,-116.7978333,63.2021667,4.27,1.25,ml,47,32,0.02109,0.16,ci,ci37522098,2019-02-06T17:26:17.590Z,"8km NE of Aguanga, CA",earthquake,0.17,0.35,0.15,24,reviewed,ci,ci
2019-02-06T16:45:38.780Z,2019-02-06 16:45:39,33.7181667,123.7181667,-116.8266667,63.1733333,17.52,0.85,ml,27,46,0.08672,0.16,ci,ci38219343,2019-02-06T17:52:58.333Z,"7km ESE of Valle Vista, CA",earthquake,0.32,0.5,0.173,8,reviewed,ci,ci
2019-02-06T16:42:55.600Z,2019-02-06 16:42:56,36.5162,126.5162,70.3871,250.3871,215.57,4.1,mb,,70,1.435,0.93,us,us2000je81,2019-02-07T23:43:41.040Z,"47km E of Farkhar, Afghanistan",earthquake,6.2,6.3,0.097,29,reviewed,us,us
2019-02-06T16:40:21.629Z,2019-02-06 16:40:22,38.1294,128.1294,-120.427,59.573,6.4,1.7,ml,5,247.94,0.862,0.1542,nn,nn00676968,2019-02-06T20:49:37.996Z,"2km ESE of Murphys, California",earthquake,,10.7,0.29,4,reviewed,nn,nn
2019-02-06T16:29:27.020Z,2019-02-06 16:29:27,46.8506667,136.8506667,-112.5163333,67.4836667,10.03,0.82,ml,7,94,0.142,0.09,mb,mb80335374,2019-02-08T21:10:52.040Z,"17km SE of Lincoln, Montana",earthquake,0.4,2.23,0.103,2,reviewed,mb,mb
2019-02-06T16:25:35.190Z,2019-02-06 16:25:35,38.7898331,128.7898331,-122.7283325,57.2716675,0.97,1.66,md,6,93,0.03136,0.01,nc,nc73138575,2019-02-07T06:43:12.909Z,"3km ENE of The Geysers, CA",earthquake,0.35,1.31,0.1,3,automatic,nc,nc
2019-02-06T16:21:25.150Z,2019-02-06 16:21:25,23.9028,113.9028,94.3342,274.3342,33.82,4.4,mb,,64,0.326,0.82,us,us2000je7s,2019-02-07T23:36:37.040Z,"31km NNW of Mawlaik, Burma",earthquake,6.9,5.2,0.092,34,reviewed,us,us
2019-02-06T16:08:59.220Z,2019-02-06 16:08:59,46.413,136.413,-119.2663333,60.7336667,-0.34,0.73,ml,7,200,,0.11,uw,uw61510846,2019-02-06T22:45:54.230Z,"14km N of Richland, Washington",earthquake,1.02,0.92,0.095440537,4,reviewed,uw,uw
2019-02-06T16:03:07.922Z,2019-02-06 16:03:08,39.4415,129.4415,-119.8504,60.1496,13.5,0.3,ml,4,264.52,0.146,0.1149,nn,nn00676965,2019-02-06T20:43:27.014Z,"10km SSW of Reno, Nevada",earthquake,,8.1,0,1,reviewed,nn,nn
2019-02-06T15:41:20.050Z,2019-02-06 15:41:20,19.0488,109.0488,-68.2476,111.7524,115,3.24,md,7,214,1.4532,0.28,pr,pr2019037018,2019-02-07T23:12:18.040Z,"73km NNE of Punta Cana, Dominican Republic",earthquake,4.15,3.35,0.12,7,reviewed,pr,pr
2019-02-06T15:33:11.187Z,2019-02-06 15:33:11,39.7105,129.7105,-119.6962,60.3038,7.4,0.3,ml,3,162.64,0.229,0.0644,nn,nn00676964,2019-02-06T20:34:11.718Z,"6km N of Spanish Springs, Nevada",earthquake,,32.1,0.59,2,reviewed,nn,nn
2019-02-06T15:19:31.960Z,2019-02-06 15:19:32,33.4786667,123.4786667,-116.4993333,63.5006667,12.74,0.63,ml,14,137,0.08296,0.12,ci,ci37204396,2019-02-06T16:29:01.896Z,"18km ESE of Anza, CA",earthquake,0.39,0.71,0.015,4,reviewed,ci,ci
2019-02-06T15:19:10.210Z,2019-02-06 15:19:10,33.5016667,123.5016667,-116.7935,63.2065,5.5,0.53,ml,15,86,0.07902,0.14,ci,ci38219263,2019-02-06T16:14:49.299Z,"9km NE of Aguanga, CA",earthquake,0.27,1.14,0.122,5,reviewed,ci,ci
2019-02-06T15:13:15.503Z,2019-02-06 15:13:16,38.7588,128.7588,-118.6228,61.3772,1.2,2.4,ml,21,80.02,0.322,0.1542,nn,nn00676922,2019-02-06T17:01:28.079Z,"25km N of Hawthorne, Nevada",earthquake,,2.4,0.28,13,reviewed,nn,nn
2019-02-06T15:02:57.230Z,2019-02-06 15:02:57,34.0371667,124.0371667,-116.9018333,63.0981667,12.62,1.52,ml,41,63,0.07813,0.24,ci,ci38219247,2019-02-06T15:13:28.510Z,"13km N of Banning, CA",earthquake,0.32,0.83,0.178,29,reviewed,ci,ci
2019-02-06T14:51:50.360Z,2019-02-06 14:51:50,35.9953333,125.9953333,-117.9805,62.0195,4.04,0.25,ml,8,282,0.0741,0.07,ci,ci38219231,2019-02-06T15:53:31.817Z,"6km SSW of Coso Junction, CA",earthquake,0.62,0.4,0.155,3,reviewed,ci,ci
2019-02-06T14:45:24.395Z,2019-02-06 14:45:24,39.6766,129.6766,-119.6933,60.3067,10.1,0.9,ml,8,102.39,0.129,0.2301,nn,nn00676963,2019-02-06T20:28:01.341Z,"3km NNE of Spanish Springs, Nevada",earthquake,,2.3,0.55,5,reviewed,nn,nn
2019-02-06T14:14:08.481Z,2019-02-06 14:14:08,39.6337,129.6337,-119.9701,60.0299,6.1,0.3,ml,4,142.5,0.027,0.0403,nn,nn00676961,2019-02-06T20:15:36.197Z,"5km S of Cold Springs, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2019-02-06T13:58:29.696Z,2019-02-06 13:58:30,59.1992,149.1992,-153.7733,26.2267,97.7,1.4,ml,,,,0.23,ak,ak0191peyyyh,2019-02-06T14:01:14.188Z,"89km SE of Old Iliamna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2019-02-06T13:47:10.320Z,2019-02-06 13:47:10,-23.0786,66.9214,-176.9417,3.0583,171.92,4.9,mb,,120,6.204,1.06,us,us2000je6c,2019-02-07T09:11:33.040Z,"274km SW of Vaini, Tonga",earthquake,11.3,7.9,0.082,47,reviewed,us,us
2019-02-06T13:42:17.710Z,2019-02-06 13:42:18,45.8571667,135.8571667,-111.339,68.661,6,0.44,ml,5,109,0.306,0.08,mb,mb80335364,2019-02-08T23:23:04.020Z,"0km W of Manhattan, Montana",earthquake,1.02,7.12,,0,reviewed,mb,mb
2019-02-06T13:39:40.630Z,2019-02-06 13:39:41,-17.4211,72.5789,-70.1565,109.8435,177.91,4.2,mb,,136,0.666,0.46,us,us2000je66,2019-02-07T08:55:28.040Z,"10km NE of Chipispaya, Peru",earthquake,9.9,7.3,0.236,5,reviewed,us,us
2019-02-06T13:30:27.040Z,2019-02-06 13:30:27,29.2511,119.2511,87.1953,267.1953,10,4.1,mb,,136,3.457,1.21,us,us2000je65,2019-02-07T08:51:58.040Z,"3km NE of Ngamring, China",earthquake,10.5,1.9,0.094,31,reviewed,us,us
2019-02-06T13:21:00.440Z,2019-02-06 13:21:00,35.115,125.115,-97.8694,82.1306,7.19,2.5,mb_lg,,77,0.197,0.36,us,us2000je61,2019-02-07T00:57:14.470Z,"9km NE of Chickasha, Oklahoma",earthquake,1,3.3,0.132,15,reviewed,us,us
2019-02-06T13:19:08.550Z,2019-02-06 13:19:09,35.1184,125.1184,-97.8757,82.1243,6.09,2.7,mb_lg,,46,0.191,0.35,us,us2000je5z,2019-02-07T15:52:23.203Z,"9km NE of Chickasha, Oklahoma",earthquake,1,4.8,0.061,69,reviewed,us,us
2019-02-06T13:16:05.870Z,2019-02-06 13:16:06,45.8708333,135.8708333,-111.359,68.641,3.99,1.09,ml,12,88,0.298,0.12,mb,mb80335139,2019-02-08T21:29:49.730Z,"2km NW of Manhattan, Montana",earthquake,0.38,9.76,0.107,2,reviewed,mb,mb
2019-02-06T13:11:24.860Z,2019-02-06 13:11:25,19.5055,109.5055,-155.6491667,24.3508333,3.25,1.1,md,24,51,0.03582,0.14,hv,hv70800631,2019-02-07T02:11:10.960Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.32,0.71,0.209,12,reviewed,hv,hv
2019-02-06T13:11:15.598Z,2019-02-06 13:11:16,59.8079,149.8079,-152.4603,27.5397,76.7,1.6,ml,,,,0.43,ak,ak0191peov7r,2019-02-06T13:16:24.082Z,"35km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-06T13:03:36.980Z,2019-02-06 13:03:37,33.691,123.691,-116.7056667,63.2943333,16.01,0.98,ml,25,63,0.02133,0.08,ci,ci38219207,2019-02-06T16:09:14.254Z,"6km SSE of Idyllwild, CA",earthquake,0.21,0.25,0.136,14,reviewed,ci,ci
2019-02-06T12:59:49.820Z,2019-02-06 12:59:50,19.5088333,109.5088333,-155.6525,24.3475,3.54,1.34,md,37,58,0.03315,0.12,hv,hv70800596,2019-02-07T01:08:04.870Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.53,0.11,16,reviewed,hv,hv
2019-02-06T12:55:08.780Z,2019-02-06 12:55:09,19.5048333,109.5048333,-155.6503333,24.3496667,3.6,1.78,ml,30,53,0.03664,0.13,hv,hv70800586,2019-02-06T20:39:50.880Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.61,0.25,6,reviewed,hv,hv
2019-02-06T12:52:49.150Z,2019-02-06 12:52:49,19.5138333,109.5138333,-155.6545,24.3455,5.07,1.69,ml,15,114,0.02894,0.1,hv,hv70800581,2019-02-06T19:04:53.120Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.5,0.69,0.156,11,reviewed,hv,hv
2019-02-06T12:49:49.350Z,2019-02-06 12:49:49,37.5051667,127.5051667,-118.8293333,61.1706667,10.31,1.45,md,21,138,0.08471,0.04,nc,nc73138555,2019-02-06T19:13:03.284Z,"15km WSW of Toms Place, CA",earthquake,0.6,1.14,0.219,19,reviewed,nc,nc
2019-02-06T12:45:10.259Z,2019-02-06 12:45:10,68.9029,158.9029,-146.7394,33.2606,0,1.5,ml,,,,0.97,ak,ak0191peapnm,2019-02-06T12:56:59.259Z,"99km NNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-06T12:34:54.090Z,2019-02-06 12:34:54,34.2513333,124.2513333,-117.4581667,62.5418333,12.26,0.75,ml,8,148,0.02655,0.06,ci,ci38219199,2019-02-06T15:48:27.337Z,"4km ESE of Lytle Creek, CA",earthquake,0.39,0.54,0.052,3,reviewed,ci,ci
2019-02-06T12:25:53.870Z,2019-02-06 12:25:54,19.5043333,109.5043333,-155.6505,24.3495,2.4,1.32,md,36,53,0.03716,0.16,hv,hv70800531,2019-02-06T21:53:16.900Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.73,0.106,24,reviewed,hv,hv
2019-02-06T12:23:55.610Z,2019-02-06 12:23:56,33.5131667,123.5131667,-116.791,63.209,3.62,0.56,ml,15,76,0.007852,0.15,ci,ci38219191,2019-02-06T14:26:14.724Z,"10km NE of Aguanga, CA",earthquake,0.28,0.73,0.064,11,reviewed,ci,ci
2019-02-06T12:20:44.450Z,2019-02-06 12:20:44,19.1713333,109.1713333,-155.4663333,24.5336667,32.38,2.24,ml,40,96,0.01633,0.09,hv,hv70800526,2019-02-06T17:32:38.570Z,"4km SSE of Pahala, Hawaii",earthquake,0.53,0.69,0.185,22,reviewed,hv,hv
2019-02-06T12:19:23.450Z,2019-02-06 12:19:23,19.2605,109.2605,-155.373,24.627,30.32,1.64,md,46,136,0.03254,0.11,hv,hv70800521,2019-02-06T20:01:25.050Z,"12km ENE of Pahala, Hawaii",earthquake,0.47,0.65,0.072,20,reviewed,hv,hv
2019-02-06T12:03:04.307Z,2019-02-06 12:03:04,61.4655,151.4655,-149.973,30.027,34.1,1.1,ml,,,,0.46,ak,ak0191pe1p0e,2019-02-06T12:06:07.436Z,"6km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-06T11:58:30.530Z,2019-02-06 11:58:31,36.3823333,126.3823333,-92.991,87.009,5.4,1.33,md,4,146,0.008625,0.01,nm,nm60074128,2019-02-06T13:31:51.900Z,"19km NNE of Harrison, Arkansas",earthquake,0.51,0.78,0.068,3,reviewed,nm,nm
2019-02-06T11:56:25.760Z,2019-02-06 11:56:26,36.3813333,126.3813333,-92.9933333,87.0066667,5.61,2.03,md,9,98,0.006724,0.02,nm,nm60074123,2019-02-06T13:10:43.220Z,"19km NNE of Harrison, Arkansas",earthquake,0.43,0.93,0.139,7,reviewed,nm,nm
2019-02-06T11:55:09.940Z,2019-02-06 11:55:10,2.2894,92.2894,128.8078,308.8078,33.76,5,mb,,112,2.085,0.82,us,us2000je5t,2019-02-06T12:13:08.040Z,"108km NE of Tobelo, Indonesia",earthquake,6.9,6,0.058,96,reviewed,us,us
2019-02-06T11:51:59.050Z,2019-02-06 11:51:59,59.9197,149.9197,-152.8877,27.1123,141.1,1.9,ml,,,,0.41,ak,ak0191pdqo01,2019-02-06T11:55:54.836Z,"61km WNW of Anchor Point, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-02-06T11:50:36.625Z,2019-02-06 11:50:37,61.4047,151.4047,-150.0813,29.9187,38.1,1.9,ml,,,,0.39,ak,ak0191pdqejy,2019-02-06T11:54:14.016Z,"14km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-06T11:50:22.380Z,2019-02-06 11:50:22,36.3763333,126.3763333,-93.0116667,86.9883333,5.2,1.47,md,5,146,0.01132,0.24,nm,nm60074138,2019-02-06T13:27:19.960Z,"18km NNE of Harrison, Arkansas",earthquake,1.37,1.69,0.107,5,reviewed,nm,nm
2019-02-06T11:49:51.240Z,2019-02-06 11:49:51,36.3815,126.3815,-92.9913333,87.0086667,5.43,1.23,md,5,143,0.007814,0.01,nm,nm60074133,2019-02-06T13:21:54.200Z,"19km NNE of Harrison, Arkansas",earthquake,0.52,0.77,0.448,5,reviewed,nm,nm
2019-02-06T11:46:41.780Z,2019-02-06 11:46:42,38.8201675,128.8201675,-122.7883301,57.2116699,0.56,1.3,md,12,73,0.01769,0.04,nc,nc73138545,2019-02-06T12:44:04.060Z,"6km NNW of The Geysers, CA",earthquake,0.23,0.62,0.15,4,automatic,nc,nc
2019-02-06T11:20:41.440Z,2019-02-06 11:20:41,34.5865,124.5865,-118.4763333,61.5236667,6.38,1.36,ml,24,74,0.02259,0.16,ci,ci38219183,2019-02-06T16:05:55.312Z,"10km SSW of Lake Hughes, CA",earthquake,0.27,0.48,0.157,22,reviewed,ci,ci
2019-02-06T11:11:32.690Z,2019-02-06 11:11:33,23.9588,113.9588,124.6199,304.6199,26.78,4.8,mb,,95,1.553,0.8,us,us2000je4e,2019-02-06T11:31:36.040Z,"63km SE of Ishigaki, Japan",earthquake,6.2,5.1,0.082,46,reviewed,us,us
2019-02-06T11:09:39.601Z,2019-02-06 11:09:40,36.3985,126.3985,-116.9036,63.0964,0,0.1,ml,7,211.56,0.238,0.1457,nn,nn00676960,2019-02-06T20:09:25.530Z,"58km SSW of Beatty, Nevada",earthquake,,0,0.29,3,reviewed,nn,nn
2019-02-06T11:04:37.950Z,2019-02-06 11:04:38,19.2873333,109.2873333,-155.4915,24.5085,7.95,2.13,ml,58,49,0.03939,0.13,hv,hv70800441,2019-02-06T19:42:58.260Z,"9km N of Pahala, Hawaii",earthquake,0.2,0.54,0.232,27,reviewed,hv,hv
2019-02-06T11:04:07.330Z,2019-02-06 11:04:07,33.3276667,123.3276667,-116.2253333,63.7746667,10.53,1.89,ml,65,27,0.1367,0.19,ci,ci38219175,2019-02-06T14:27:42.750Z,"16km ENE of Borrego Springs, CA",earthquake,0.2,0.57,0.239,26,reviewed,ci,ci
2019-02-06T11:01:38.110Z,2019-02-06 11:01:38,33.564,123.564,-116.78,63.22,6.69,0.54,ml,12,90,0.03245,0.17,ci,ci38219167,2019-02-06T15:11:54.250Z,"10km W of Anza, CA",earthquake,0.59,0.48,0.169,8,reviewed,ci,ci
2019-02-06T11:00:26.341Z,2019-02-06 11:00:26,36.7175,126.7175,-116.2266,63.7734,3,-0.1,ml,6,281.03,0.016,0.0723,nn,nn00676957,2019-02-06T19:54:01.278Z,"52km ESE of Beatty, Nevada",earthquake,,1.9,0.14,3,reviewed,nn,nn
2019-02-06T10:40:15.620Z,2019-02-06 10:40:16,33.5153333,123.5153333,-116.5251667,63.4748333,12.79,0.25,ml,9,221,0.04234,0.15,ci,ci37204404,2019-02-06T16:20:39.791Z,"14km ESE of Anza, CA",earthquake,0.79,0.95,0.122,4,reviewed,ci,ci
2019-02-06T10:40:02.600Z,2019-02-06 10:40:03,33.5173333,123.5173333,-116.5241667,63.4758333,13.55,0.72,ml,24,75,0.04047,0.14,ci,ci38219159,2019-02-06T16:16:06.579Z,"14km ESE of Anza, CA",earthquake,0.24,0.43,0.194,7,reviewed,ci,ci
2019-02-06T10:31:01.530Z,2019-02-06 10:31:02,37.8896667,127.8896667,-113.5898333,66.4101667,0.12,0.87,md,9,68,0.1559,0.14,uu,uu60017254,2019-02-07T22:20:34.040Z,"36km NNE of Enterprise, Utah",earthquake,0.46,31.61,0.251,5,reviewed,uu,uu
2019-02-06T10:25:20.240Z,2019-02-06 10:25:20,15.8487,105.8487,120.5481,300.5481,123.81,5.4,mww,,98,6.95,0.95,us,us2000je43,2019-02-08T13:00:48.290Z,"1km SSW of Pindangan, Philippines",earthquake,8.8,6.2,0.06,27,reviewed,us,us
2019-02-06T10:21:22.640Z,2019-02-06 10:21:23,47.60016667,137.6001667,-122.5635,57.4365,19.66,1.31,ml,8,115,,0.12,uw,uw61510801,2019-02-06T18:09:55.860Z,"3km ENE of Enetai, Washington",earthquake,0.42,1.03,0.207558256,7,reviewed,uw,uw
2019-02-06T10:19:20.680Z,2019-02-06 10:19:21,45.4351667,135.4351667,-111.8123333,68.1876667,4.46,0.56,ml,7,181,0.207,0.08,mb,mb80335134,2019-02-08T23:25:40.420Z,"18km NNE of Virginia City, Montana",earthquake,0.48,7.34,0.04,2,reviewed,mb,mb
2019-02-06T10:17:36.960Z,2019-02-06 10:17:37,19.4858333,109.4858333,-155.654,24.346,3.51,1.81,ml,40,77,0.04952,0.1,hv,hv70800391,2019-02-06T20:53:47.590Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.6,0.112,9,reviewed,hv,hv
2019-02-06T10:13:12.046Z,2019-02-06 10:13:12,63.4174,153.4174,-147.4176,32.5824,1.2,1.6,ml,,,,0.45,ak,ak0191pcwzk4,2019-02-06T10:17:42.248Z,"76km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-06T10:05:42.760Z,2019-02-06 10:05:43,37.6776667,127.6776667,-118.8736667,61.1263333,-0.89,0.49,md,8,219,0.02797,0.04,nc,nc73138525,2019-02-06T18:46:04.124Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.59,0.49,0.119,7,reviewed,nc,nc
2019-02-06T10:04:40.480Z,2019-02-06 10:04:40,44.8368333,134.8368333,-111.525,68.475,13.94,0.55,ml,6,94,0.147,0.12,mb,mb80335354,2019-02-08T23:28:42.570Z,"38km WNW of West Yellowstone, Montana",earthquake,0.47,1.58,0.219,3,reviewed,mb,mb
2019-02-06T10:00:52.497Z,2019-02-06 10:00:52,38.7421,128.7421,-119.6915,60.3085,6.1,0.9,ml,5,171.49,0.31,0.0937,nn,nn00676956,2019-02-06T19:44:44.571Z,"16km SSE of Gardnerville Ranchos, Nevada",earthquake,,22.2,0.28,2,reviewed,nn,nn
2019-02-06T09:57:59.310Z,2019-02-06 09:57:59,17.9905,107.9905,-68.3888,111.6112,120,3.22,md,9,221,0.5234,0.45,pr,pr2019037017,2019-02-06T14:01:23.768Z,"48km SSE of Boca de Yuma, Dominican Republic",earthquake,6,3.31,0.07,5,reviewed,pr,pr
2019-02-06T09:57:36.680Z,2019-02-06 09:57:37,37.6463333,127.6463333,-118.954,61.046,4.47,0.49,md,19,52,0.02268,0.06,nc,nc73138520,2019-02-06T18:19:03.969Z,"2km ENE of Mammoth Lakes, CA",earthquake,0.38,0.55,0.271,18,reviewed,nc,nc
2019-02-06T09:51:00.778Z,2019-02-06 09:51:01,62.7713,152.7713,-150.7124,29.2876,90.8,1.8,ml,,,,0.63,ak,ak0191pcjoal,2019-02-06T09:59:27.766Z,"58km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-06T09:46:16.540Z,2019-02-06 09:46:17,65.4044,155.4044,-153.4381,26.5619,0,1.7,ml,,,,0.36,ak,ak0191pcimxi,2019-02-06T09:57:47.080Z,"68km WNW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-06T09:39:17.120Z,2019-02-06 09:39:17,34.7111667,124.7111667,-120.1691667,59.8308333,4.62,1.7,ml,16,71,0.09444,0.21,ci,ci38219151,2019-02-06T16:10:15.896Z,"7km NW of Los Olivos, CA",earthquake,0.37,1.21,0.122,9,reviewed,ci,ci
2019-02-06T09:35:11.959Z,2019-02-06 09:35:12,60.3846,150.3846,-145.1007,34.8993,20.1,1.6,ml,,,,0.71,ak,ak0191pcg9pw,2019-02-06T09:39:22.131Z,"40km ESE of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-06T09:28:45.860Z,2019-02-06 09:28:46,46.8866667,136.8866667,-112.5166667,67.4833333,14.28,0.89,ml,7,115,0.118,0.04,mb,mb80335349,2019-02-08T21:49:52.140Z,"14km ESE of Lincoln, Montana",earthquake,0.35,0.77,0.067,2,reviewed,mb,mb
2019-02-06T09:27:51.220Z,2019-02-06 09:27:51,17.9823,107.9823,-66.7501,113.2499,20,1.96,md,4,207,0.1293,0.39,pr,pr2019037015,2019-02-06T12:33:48.178Z,"3km WSW of Tallaboa, Puerto Rico",earthquake,2.24,2.56,0.22,3,reviewed,pr,pr
2019-02-06T09:23:14.800Z,2019-02-06 09:23:15,18.0336,108.0336,-66.922,113.078,7,1.22,md,3,289,0.138,0.18,pr,pr2019037014,2019-02-06T14:00:22.248Z,"1km WSW of Lluveras, Puerto Rico",earthquake,1.78,0.84,0.67,3,reviewed,pr,pr
2019-02-06T09:23:01.671Z,2019-02-06 09:23:02,63.6311,153.6311,-150.843,29.157,9.8,2.7,ml,,,,1.09,ak,ak0191pcdoao,2019-02-06T20:13:00.198Z,"96km WSW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-06T09:20:22.290Z,2019-02-06 09:20:22,36.446,126.446,-96.8803,83.1197,5,2.6,ml,,89,0.069,0.25,us,us2000je2a,2019-02-06T12:07:29.197Z,"13km NNW of Pawnee, Oklahoma",earthquake,1.2,1.6,0.051,50,reviewed,us,us
2019-02-06T09:15:51.789Z,2019-02-06 09:15:52,63.3482,153.3482,-145.377,34.623,1.7,1.9,ml,,,,0.58,ak,ak0191pcc2gh,2019-02-06T09:19:55.893Z,"58km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-06T09:10:14.550Z,2019-02-06 09:10:15,37.5763321,127.5763321,-122.0790024,57.9209976,6.42,1.53,md,13,167,0.1564,0.09,nc,nc73138515,2019-02-06T10:10:05.145Z,"6km WSW of Union City, CA",earthquake,0.39,1.3,0.2,2,automatic,nc,nc
2019-02-06T09:07:21.437Z,2019-02-06 09:07:21,61.5078,151.5078,-149.9128,30.0872,33.7,1.2,ml,,,,0.67,ak,ak0191pcaa6v,2019-02-06T09:18:14.819Z,"2km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-06T09:06:49.603Z,2019-02-06 09:06:50,59.9243,149.9243,-140.2082,39.7918,11.5,2.2,ml,,,,1.01,ak,ak0191pca4ud,2019-02-06T09:12:02.775Z,"49km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-06T08:57:57.330Z,2019-02-06 08:57:57,38.803833,128.803833,-122.7783356,57.2216644,0.87,1.52,md,13,64,0.0274,0.02,nc,nc73138510,2019-02-06T09:42:03.967Z,"4km NNW of The Geysers, CA",earthquake,0.23,0.74,0.1,5,automatic,nc,nc
2019-02-06T08:51:44.610Z,2019-02-06 08:51:45,19.3575,109.3575,-68.2425,111.7575,29,2.95,md,8,290,0.855,0.25,pr,pr2019037013,2019-02-06T13:23:49.937Z,"87km N of Punta Cana, Dominican Republic",earthquake,2.05,16.89,0.35,6,reviewed,pr,pr
2019-02-06T08:49:55.080Z,2019-02-06 08:49:55,18.9616,108.9616,-68.3495,111.6505,111,2.63,md,3,221,1.4881,0.26,pr,pr2019037016,2019-02-06T13:24:25.281Z,"42km N of Punta Cana, Dominican Republic",earthquake,12.2,5.86,0.18,3,reviewed,pr,pr
2019-02-06T08:45:15.316Z,2019-02-06 08:45:15,59.6067,149.6067,-153.9638,26.0362,174.5,2.5,ml,,,,0.8,ak,ak0191pbwzlh,2019-02-06T08:50:06.997Z,"56km ESE of Old Iliamna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-06T08:38:17.630Z,2019-02-06 08:38:18,17.9995,107.9995,-66.9908,113.0092,21,0.71,md,5,161,0.0613,0.24,pr,pr2019037012,2019-02-06T13:48:26.936Z,"6km ENE of La Parguera, Puerto Rico",earthquake,1.44,2.47,0.27,3,reviewed,pr,pr
2019-02-06T08:29:05.514Z,2019-02-06 08:29:06,61.4127,151.4127,-150.0799,29.9201,43.6,1.5,ml,,,,0.43,ak,ak0191pbtjf7,2019-02-06T08:43:34.396Z,"13km SSW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
