time,ntime,latitude,nlatitude,longitude,nlongitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-09T19:09:45.730Z,2019-02-09 19:09:46,34.2795,124.2795,-118.4811667,61.5188333,8.79,1.24,ml,23,47,0.002922,0.24,ci,ci37527018,2019-02-09T19:13:26.584Z,"2km ENE of Granada Hills, CA",earthquake,0.52,0.81,0.182,32,automatic,ci,ci
2019-02-09T19:05:39.242Z,2019-02-09 19:05:39,63.1271,153.1271,-150.5134,29.4866,29.1,1.9,ml,,,,1.15,ak,ak0191ugu9ug,2019-02-09T19:12:02.255Z,"83km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-09T18:44:23.770Z,2019-02-09 18:44:24,33.1943333,123.1943333,-115.5995,64.4005,2.14,1.12,ml,10,104,0.02159,0.16,ci,ci37526994,2019-02-09T18:48:13.217Z,"9km SW of Niland, CA",earthquake,0.47,0.6,0.219,10,automatic,ci,ci
2019-02-09T18:41:51.690Z,2019-02-09 18:41:52,33.1886667,123.1886667,-115.5976667,64.4023333,2.4,1.49,ml,21,45,0.01876,0.17,ci,ci37526986,2019-02-09T18:45:40.768Z,"9km SW of Niland, CA",earthquake,0.29,0.41,0.21,28,automatic,ci,ci
2019-02-09T18:13:04.795Z,2019-02-09 18:13:05,61.3658,151.3658,-150.1007,29.8993,35,1.9,ml,,,,0.7,ak,ak0191ugahbj,2019-02-09T18:16:21.679Z,"19km NNW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T18:02:07.460Z,2019-02-09 18:02:07,19.4578,109.4578,-68.1225,111.8775,83,3.22,md,8,249,0.9787,0.47,pr,pr2019040004,2019-02-09T21:03:26.547Z,"101km NNE of Punta Cana, Dominican Republic",earthquake,6.9,12.54,0.23,8,reviewed,pr,pr
2019-02-09T17:34:12.740Z,2019-02-09 17:34:13,33.5206667,123.5206667,-116.797,63.203,4.34,0.36,ml,17,70,0.008735,0.14,ci,ci37526962,2019-02-09T17:37:55.295Z,"11km NE of Aguanga, CA",earthquake,0.3,0.56,0.08,9,automatic,ci,ci
2019-02-09T17:21:18.540Z,2019-02-09 17:21:19,40.8846664,130.8846664,-121.9843369,58.0156631,24.99,2.86,md,21,87,0.3103,0.12,nc,nc73140335,2019-02-09T20:25:04.280Z,"7km NW of Montgomery Creek, CA",earthquake,0.46,1.88,0.17,19,automatic,nc,nc
2019-02-09T17:15:26.680Z,2019-02-09 17:15:27,19.5041676,109.5041676,-155.8959961,24.1040039,9.2,1.86,md,33,181,0.02582,0.19,hv,hv70805761,2019-02-09T17:18:27.510Z,"2km ENE of Captain Cook, Hawaii",earthquake,0.89,0.43,0.1,7,automatic,hv,hv
2019-02-09T17:09:31.772Z,2019-02-09 17:09:32,62.8044,152.8044,-150.6408,29.3592,94.8,1.4,ml,,,,0.42,ak,ak0191ufo8xy,2019-02-09T17:16:31.016Z,"60km NNW of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-02-09T17:09:00.107Z,2019-02-09 17:09:00,61.4118,151.4118,-150.0382,29.9618,42,1.4,ml,,,,0.52,ak,ak0191ufo6hm,2019-02-09T17:11:39.571Z,"13km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-09T17:06:53.630Z,2019-02-09 17:06:54,38.833168,128.833168,-122.7771683,57.2228317,1.39,1.27,md,18,112,0.006274,0.04,nc,nc73140330,2019-02-09T20:10:05.206Z,"5km WNW of Cobb, CA",earthquake,0.33,0.39,0.11,3,automatic,nc,nc
2019-02-09T17:06:46.980Z,2019-02-09 17:06:47,36.9753342,126.9753342,-121.6303329,58.3696671,5.27,1.34,md,10,68,0.04354,0.06,nc,nc73140325,2019-02-09T19:43:03.056Z,"6km WSW of Gilroy, CA",earthquake,0.31,0.68,0.22,6,automatic,nc,nc
2019-02-09T16:45:14.234Z,2019-02-09 16:45:14,60.2955,150.2955,-153.0385,26.9615,128.2,2.2,ml,,,,0.66,ak,ak0191ufahrt,2019-02-09T16:55:26.067Z,"26km SW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-09T16:39:26.920Z,2019-02-09 16:39:27,33.4906667,123.4906667,-116.7866667,63.2133333,5.67,0.95,ml,37,37,0.08518,0.18,ci,ci37526946,2019-02-09T16:43:02.216Z,"9km NE of Aguanga, CA",earthquake,0.19,0.95,0.105,24,automatic,ci,ci
2019-02-09T16:26:05.210Z,2019-02-09 16:26:05,33.838,123.838,-116.199,63.801,8.56,1.55,ml,48,75,0.04519,0.18,ci,ci37526938,2019-02-09T16:36:48.230Z,"13km N of Indio, CA",earthquake,0.22,0.64,0.131,27,automatic,ci,ci
2019-02-09T16:18:20.740Z,2019-02-09 16:18:21,19.2121658,109.2121658,-155.4098358,24.5901642,34.19,2.31,md,54,148,0.02777,0.13,hv,hv70805721,2019-02-09T16:21:30.240Z,"7km E of Pahala, Hawaii",earthquake,0.48,0.65,0.09,15,automatic,hv,hv
2019-02-09T16:07:35.485Z,2019-02-09 16:07:35,61.8275,151.8275,-151.1604,28.8396,70.9,1.7,ml,,,,0.65,ak,ak0191uf2e6k,2019-02-09T16:15:07.574Z,"59km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-09T16:03:31.700Z,2019-02-09 16:03:32,38.8061676,128.8061676,-122.8171692,57.1828308,-0.78,1.03,md,11,57,0.01807,0.11,nc,nc73140300,2019-02-09T16:26:04.894Z,"6km WNW of The Geysers, CA",earthquake,0.29,2.64,0.02,2,automatic,nc,nc
2019-02-09T15:58:18.230Z,2019-02-09 15:58:18,33.3706667,123.3706667,-116.3048333,63.6951667,9.58,0.83,ml,30,74,0.1389,0.21,ci,ci37526898,2019-02-09T16:01:56.984Z,"14km NNE of Borrego Springs, CA",earthquake,0.39,1.05,0.143,17,automatic,ci,ci
2019-02-09T15:48:03.290Z,2019-02-09 15:48:03,34.3661652,124.3661652,-118.879837,61.120163,21.56,1.74,ml,20,174,0.2103,0.32,ci,ci37526882,2019-02-09T16:20:04.920Z,"5km SE of Fillmore, CA",earthquake,2.01,2.33,0.548,4,automatic,ci,ci
2019-02-09T15:46:46.300Z,2019-02-09 15:46:46,37.6003342,127.6003342,-118.8694992,61.1305008,2.99,0.91,md,6,169,0.03369,0.02,nc,nc73140290,2019-02-09T17:57:05.431Z,"10km ESE of Mammoth Lakes, CA",earthquake,1.06,1.94,0.09,5,automatic,nc,nc
2019-02-09T15:31:17.301Z,2019-02-09 15:31:17,61.3753,151.3753,-149.984,30.016,33.6,2.3,ml,,,,0.8,ak,ak0191uem2bt,2019-02-09T15:44:11.574Z,"16km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-09T15:22:59.198Z,2019-02-09 15:22:59,62.4419,152.4419,-151.1565,28.8435,91.3,2.3,ml,,,,0.39,ak,ak0191uek85x,2019-02-09T15:36:19.234Z,"55km WNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-09T15:15:57.807Z,2019-02-09 15:15:58,37.1515,127.1515,-117.3858,62.6142,3.5,1.3,ml,27,142.5,0.223,0.2428,nn,nn00677402,2019-02-10T02:05:10.927Z,"61km WNW of Beatty, Nevada",earthquake,,4.5,0.21,7,reviewed,nn,nn
2019-02-09T15:03:43.380Z,2019-02-09 15:03:43,-20.7141,69.2859,-178.2147,1.7853,561.06,4.9,mb,,93,4.599,0.67,us,us2000jfp2,2019-02-09T15:20:10.040Z,"51km E of Ndoi Island, Fiji",earthquake,13.6,9.4,0.067,70,reviewed,us,us
2019-02-09T14:56:57.210Z,2019-02-09 14:56:57,37.1424,127.1424,-117.3946,62.6054,5.7,1.4,ml,26,145.91,0.22,0.1615,nn,nn00677396,2019-02-10T02:05:07.693Z,"62km WNW of Beatty, Nevada",earthquake,,2.9,0.34,6,reviewed,nn,nn
2019-02-09T14:50:38.243Z,2019-02-09 14:50:38,60.5478,150.5478,-145.1956,34.8044,12.8,1.6,ml,,,,0.89,ak,ak0191ue4qz3,2019-02-09T14:54:39.716Z,"30km E of Cordova, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-09T14:29:08.973Z,2019-02-09 14:29:09,61.5174,151.5174,-149.9116,30.0884,41.9,1.3,ml,,,,0.59,ak,ak0191ue06oh,2019-02-09T14:32:15.167Z,"2km E of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-09T14:26:27.960Z,2019-02-09 14:26:28,38.7975006,128.7975006,-122.8146667,57.1853333,2.93,0.9,md,9,132,0.01645,0.01,nc,nc73140265,2019-02-09T17:03:04.109Z,"6km WNW of The Geysers, CA",earthquake,0.5,0.89,,1,automatic,nc,nc
2019-02-09T14:21:48.516Z,2019-02-09 14:21:49,56.2566,146.2566,-157.3393,22.6607,48.2,3.4,ml,,,,0.79,ak,ak0191udyjyt,2019-02-09T17:13:15.040Z,"88km E of Chignik Lake, Alaska",earthquake,,2.5,,,automatic,ak,ak
2019-02-09T14:18:33.810Z,2019-02-09 14:18:34,50.2112,140.2112,-170.2624,9.7376,10,4.1,mb,,140,3.177,1.35,us,us2000jfnz,2019-02-09T22:11:23.163Z,"262km SSE of Amukta Island, Alaska",earthquake,11,2,0.087,36,reviewed,us,us
2019-02-09T14:12:57.050Z,2019-02-09 14:12:57,33.4795,123.4795,-116.5218333,63.4781667,12.31,0.77,ml,30,89,0.06885,0.18,ci,ci37526794,2019-02-09T14:16:27.289Z,"16km ESE of Anza, CA",earthquake,0.25,0.5,0.127,19,automatic,ci,ci
2019-02-09T14:02:47.300Z,2019-02-09 14:02:47,38.8181648,128.8181648,-122.8108368,57.1891632,2.53,1.14,md,13,86,0.005256,0.03,nc,nc73140255,2019-02-09T16:11:03.802Z,"7km NW of The Geysers, CA",earthquake,0.44,0.67,0.08,2,automatic,nc,nc
2019-02-09T13:48:27.740Z,2019-02-09 13:48:28,38.8371658,128.8371658,-122.8290024,57.1709976,2.03,0.56,md,15,73,0.00526,0.03,nc,nc73140245,2019-02-09T15:45:04.658Z,"9km NW of The Geysers, CA",earthquake,0.3,0.58,,1,automatic,nc,nc
2019-02-09T13:39:09.670Z,2019-02-09 13:39:10,33.6493333,123.6493333,-116.715,63.285,15.64,1.26,ml,47,36,0.06168,0.15,ci,ci37526762,2019-02-09T13:50:03.070Z,"10km S of Idyllwild, CA",earthquake,0.19,0.35,0.161,27,automatic,ci,ci
2019-02-09T13:36:24.500Z,2019-02-09 13:36:25,40.5900002,130.5900002,-121.6626663,58.3373337,1.01,1.79,md,9,126,0.08655,0.06,nc,nc73140240,2019-02-09T15:18:04.487Z,"8km N of Viola, CA",earthquake,0.51,2.13,0.17,5,automatic,nc,nc
2019-02-09T13:29:35.376Z,2019-02-09 13:29:35,60.0322,150.0322,-148.3827,31.6173,8.5,1.8,ml,,,,1.04,ak,ak0191udet41,2019-02-09T13:32:22.755Z,"58km ESE of Bear Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T13:24:47.980Z,2019-02-09 13:24:48,38.8056679,128.8056679,-122.821167,57.178833,1.81,1.06,md,11,145,0.01461,0.04,nc,nc73140235,2019-02-09T14:53:03.335Z,"6km WNW of The Geysers, CA",earthquake,0.4,0.79,,1,automatic,nc,nc
2019-02-09T13:11:39.996Z,2019-02-09 13:11:40,61.4019,151.4019,-150.0822,29.9178,36.3,1.2,ml,,,,0.74,ak,ak0191udaykv,2019-02-09T13:19:10.020Z,"14km SSW of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-09T13:06:41.126Z,2019-02-09 13:06:41,40.2493,130.2493,-121.1616,58.8384,6.8,1.3,ml,4,221.87,0.605,0.169,nn,nn00677408,2019-02-10T02:05:12.486Z,"8km SE of Chester, California",earthquake,,5.6,0.06,2,reviewed,nn,nn
2019-02-09T13:04:33.613Z,2019-02-09 13:04:34,61.4285,151.4285,-150.0937,29.9063,32.2,1.4,ml,,,,0.79,ak,ak0191ud9g2p,2019-02-09T13:07:36.974Z,"12km SW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T12:45:21.060Z,2019-02-09 12:45:21,45.8125,135.8125,-120.6295,59.3705,13.03,1.41,ml,13,111,,0.13,uw,uw61511371,2019-02-09T20:38:36.890Z,"14km E of Goldendale, Washington",earthquake,0.58,1.12,0.265880869,8,reviewed,uw,uw
2019-02-09T12:40:25.880Z,2019-02-09 12:40:26,33.5315,123.5315,-116.716,63.284,1.13,1.27,ml,44,27,0.0382,0.24,ci,ci37526738,2019-02-09T12:51:40.700Z,"5km WSW of Anza, CA",earthquake,0.21,0.39,0.165,27,automatic,ci,ci
2019-02-09T12:24:13.533Z,2019-02-09 12:24:14,61.6816,151.6816,-150.1425,29.8575,34.8,2.3,ml,,,,0.78,ak,ak0191ucs53k,2019-02-09T12:35:51.109Z,"9km SW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-09T12:22:10.581Z,2019-02-09 12:22:11,61.3412,151.3412,-150.0167,29.9833,39.3,1.3,ml,,,,0.46,ak,ak0191ucrtky,2019-02-09T12:28:37.794Z,"15km NNW of Anchorage, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-09T12:17:48.230Z,2019-02-09 12:17:48,37.9678345,127.9678345,-118.5396652,61.4603348,4.62,2.6,md,32,156,0.1388,0.06,nc,nc73140210,2019-02-10T02:05:05.114Z,"38km S of Qualeys Camp, NV",earthquake,0.28,7.34,0.21,20,automatic,nc,nc
2019-02-09T12:03:52.551Z,2019-02-09 12:03:53,58.7907,148.7907,-134.5807,45.4193,0,2.1,ml,,,,0.63,ak,ak0191ucnu7q,2019-02-09T12:11:03.613Z,"55km N of Juneau, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-09T12:00:05.310Z,2019-02-09 12:00:05,19.4064999,109.4064999,-155.2896729,24.7103271,-1.11,2.08,md,16,57,0.009753,0.31,hv,hv70805546,2019-02-09T12:03:09.000Z,"6km WSW of Volcano, Hawaii",earthquake,0.25,0.45,0.31,8,automatic,hv,hv
2019-02-09T11:59:51.450Z,2019-02-09 11:59:51,19.4130001,109.4130001,-155.2866669,24.7133331,-0.33,1.96,ml,15,88,0.005234,0.11,hv,hv70805541,2019-02-09T12:05:33.670Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.31,10,automatic,hv,hv
2019-02-09T11:50:54.561Z,2019-02-09 11:50:55,61.3831,151.3831,-150.1322,29.8678,44.8,1,ml,,,,0.46,ak,ak0191ucchf8,2019-02-09T11:55:29.520Z,"18km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-09T11:42:59.080Z,2019-02-09 11:42:59,19.2609997,109.2609997,-155.3691711,24.6308289,32.28,2.26,ml,56,143,0.03553,0.14,hv,hv70805526,2019-02-09T11:48:42.180Z,"13km ENE of Pahala, Hawaii",earthquake,0.59,0.58,4.41,4,automatic,hv,hv
2019-02-09T11:30:32.930Z,2019-02-09 11:30:33,19.7761669,109.7761669,-155.5813293,24.4186707,3.09,2.45,md,30,104,0.04958,0.32,hv,hv70805516,2019-02-09T19:03:40.589Z,"28km SSE of Waimea, Hawaii",earthquake,0.7,1.17,0.46,3,automatic,hv,hv
2019-02-09T11:25:45.840Z,2019-02-09 11:25:46,34.7031667,124.7031667,-116.2903333,63.7096667,2.92,1.16,ml,10,99,0.1163,0.13,ci,ci37526722,2019-02-09T11:29:30.155Z,"12km W of Ludlow, CA",earthquake,0.29,1.22,0.084,12,automatic,ci,ci
2019-02-09T11:16:21.410Z,2019-02-09 11:16:21,34.7096667,124.7096667,-116.29,63.71,2.64,1.57,ml,11,84,0.1173,0.17,ci,ci37526714,2019-02-09T11:19:54.689Z,"12km W of Ludlow, CA",earthquake,0.28,0.53,0.135,25,automatic,ci,ci
2019-02-09T11:11:23.050Z,2019-02-09 11:11:23,-21.563,68.437,-68.5516,111.4484,136.45,4.7,mb,,46,0.682,0.75,us,us2000jfmz,2019-02-09T11:35:18.040Z,"107km NNE of Calama, Chile",earthquake,7.1,7.3,0.142,15,reviewed,us,us
2019-02-09T11:02:08.000Z,2019-02-09 11:02:08,34.0835,124.0835,-117.566,62.434,10.68,0.95,ml,10,150,0.07039,0.24,ci,ci37526706,2019-02-09T11:05:48.385Z,"5km SSE of Rancho Cucamonga, CA",earthquake,1.34,1.19,0.237,33,automatic,ci,ci
2019-02-09T11:01:56.800Z,2019-02-09 11:01:57,33.66,123.66,-117.3205,62.6795,15.35,1.25,ml,8,145,0.3042,0.27,ci,ci37526698,2019-02-09T11:05:46.388Z,"1km SE of Lake Elsinore, CA",earthquake,1.59,31.61,0.208,18,automatic,ci,ci
2019-02-09T10:53:59.075Z,2019-02-09 10:53:59,61.5729,151.5729,-149.9679,30.0321,47.2,1.1,ml,,,,0.52,ak,ak0191ubrpb6,2019-02-09T10:58:39.259Z,"5km N of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-09T10:34:01.960Z,2019-02-09 10:34:02,53.3567,143.3567,172.7912,352.7912,10,4.4,mb,,157,6.309,1.25,us,us2000jfmt,2019-02-09T22:00:00.331Z,"62km NNW of Attu Station, Alaska",earthquake,9,1.9,0.051,111,reviewed,us,us
2019-02-09T10:32:32.020Z,2019-02-09 10:32:32,38.8066673,128.8066673,-122.8225021,57.1774979,1.45,1.16,md,13,118,0.01367,0.03,nc,nc73140185,2019-02-09T12:27:05.505Z,"7km WNW of The Geysers, CA",earthquake,0.29,0.6,0.08,2,automatic,nc,nc
2019-02-09T10:27:49.246Z,2019-02-09 10:27:49,62.5631,152.5631,-151.1662,28.8338,71.1,2.5,ml,,,,0.67,ak,ak0191ubm3wa,2019-02-09T10:44:23.040Z,"60km WNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-09T10:25:10.625Z,2019-02-09 10:25:11,63.6114,153.6114,-147.4682,32.5318,0,1.6,ml,,,,0.9,ak,ak0191ublljg,2019-02-09T10:34:33.670Z,"77km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-09T10:22:03.224Z,2019-02-09 10:22:03,61.6424,151.6424,-146.38,33.62,33.1,1.4,ml,,,,0.65,ak,ak0191ubkxsy,2019-02-09T10:25:10.294Z,"57km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T10:21:49.720Z,2019-02-09 10:21:50,33.4736667,123.4736667,-116.5228333,63.4771667,12.33,1.03,ml,46,74,0.06957,0.21,ci,ci37526690,2019-02-09T10:25:29.446Z,"17km ESE of Anza, CA",earthquake,0.27,0.5,0.155,26,automatic,ci,ci
2019-02-09T10:15:39.750Z,2019-02-09 10:15:40,33.2306667,123.2306667,-116.734,63.266,11.47,0.5,ml,22,66,0.02142,0.17,ci,ci37526682,2019-02-09T10:19:25.108Z,"3km ESE of Lake Henshaw, CA",earthquake,0.28,0.5,0.208,9,automatic,ci,ci
2019-02-09T10:15:27.063Z,2019-02-09 10:15:27,61.3268,151.3268,-149.9612,30.0388,13.6,2,ml,,,,0.78,ak,ak0191ubjhnw,2019-02-09T10:26:50.890Z,"12km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-09T10:08:16.578Z,2019-02-09 10:08:17,61.2432,151.2432,-147.6418,32.3582,17,1.3,ml,,,,0.9,ak,ak0191ubhyt5,2019-02-09T10:11:36.984Z,"70km W of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-09T10:03:47.750Z,2019-02-09 10:03:48,12.3593,102.3593,-89.2015,90.7985,10,4.1,mb,,191,2.033,0.48,us,us2000jfme,2019-02-09T10:31:11.040Z,"124km SW of Puerto El Triunfo, El Salvador",earthquake,5.6,1.9,0.079,44,reviewed,us,us
2019-02-09T10:01:24.730Z,2019-02-09 10:01:25,35.7583333,125.7583333,-117.6503333,62.3496667,9.51,0.84,ml,11,196,0.0716,0.19,ci,ci37526674,2019-02-09T10:05:03.061Z,"16km N of Ridgecrest, CA",earthquake,0.89,1.03,0.071,7,automatic,ci,ci
2019-02-09T09:59:55.861Z,2019-02-09 09:59:56,61.482,151.482,-149.9599,30.0401,31.2,1.7,ml,,,,0.93,ak,ak0191ub7jr5,2019-02-09T10:06:25.769Z,"4km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T09:57:35.389Z,2019-02-09 09:57:35,62.0926,152.0926,-148.1468,31.8532,28.1,1.4,ml,,,,0.68,ak,ak0191ub72qv,2019-02-09T10:02:04.032Z,"49km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-09T09:45:25.210Z,2019-02-09 09:45:25,33.53,123.53,-116.9045,63.0955,15.34,0.43,ml,14,176,0.1333,0.31,ci,ci37526666,2019-02-09T09:49:10.069Z,"10km NNW of Aguanga, CA",earthquake,1.12,2.1,0.381,12,automatic,ci,ci
2019-02-09T09:43:51.920Z,2019-02-09 09:43:52,33.5133333,123.5133333,-116.8008333,63.1991667,6.31,0.74,ml,29,39,0.001042,0.22,ci,ci37526658,2019-02-09T09:47:38.124Z,"10km NE of Aguanga, CA",earthquake,0.27,0.72,0.125,21,automatic,ci,ci
2019-02-09T09:35:53.986Z,2019-02-09 09:35:54,62.537,152.537,-148.9154,31.0846,24,1.8,ml,,,,0.59,ak,ak0191ub2ega,2019-02-09T09:38:39.346Z,"64km NE of Y, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-09T09:31:57.890Z,2019-02-09 09:31:58,34.2801667,124.2801667,-118.4671667,61.5328333,6.05,1.92,ml,53,37,0.01016,0.25,ci,ci37526650,2019-02-09T09:35:46.829Z,"3km W of San Fernando, CA",earthquake,0.29,0.66,0.171,25,automatic,ci,ci
2019-02-09T09:24:23.750Z,2019-02-09 09:24:24,33.4918333,123.4918333,-116.7848333,63.2151667,6.43,0.89,ml,35,36,0.08343,0.13,ci,ci37526642,2019-02-09T09:28:10.643Z,"9km NE of Aguanga, CA",earthquake,0.15,0.6,0.098,27,automatic,ci,ci
2019-02-09T09:21:59.670Z,2019-02-09 09:22:00,5.527,95.527,95.9162,275.9162,145.99,4.7,mb,,119,1.068,0.95,us,us2000jfm0,2019-02-09T09:39:20.040Z,"16km NNW of Sigli, Indonesia",earthquake,10.1,8.2,0.118,22,reviewed,us,us
2019-02-09T09:06:19.541Z,2019-02-09 09:06:20,61.5603,151.5603,-149.6458,30.3542,20.2,1.8,ml,,,,0.75,ak,ak0191uaw409,2019-02-09T09:18:55.423Z,"5km NNW of Knik-Fairview, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-09T08:56:54.170Z,2019-02-09 08:56:54,38.762001,128.762001,-122.7266693,57.2733307,1.56,1.38,md,14,66,0.01676,0.05,nc,nc73140170,2019-02-09T12:00:04.363Z,"3km ESE of The Geysers, CA",earthquake,0.25,0.46,0.07,4,automatic,nc,nc
2019-02-09T08:55:19.610Z,2019-02-09 08:55:20,34.7056667,124.7056667,-116.2876667,63.7123333,2.85,2.04,ml,19,59,0.1146,0.13,ci,ci37526634,2019-02-09T09:06:31.030Z,"12km W of Ludlow, CA",earthquake,0.22,0.57,0.168,26,automatic,ci,ci
2019-02-09T08:51:42.090Z,2019-02-09 08:51:42,38.8380013,128.8380013,-122.8243332,57.1756668,1.32,0.74,md,8,87,0.008731,0.01,nc,nc73140165,2019-02-09T09:07:04.370Z,"9km WNW of Cobb, CA",earthquake,0.37,0.68,0.18,2,automatic,nc,nc
2019-02-09T08:41:22.597Z,2019-02-09 08:41:23,64.7296,154.7296,-146.641,33.359,23.1,1,ml,,,,0.75,ak,ak0191uai6oc,2019-02-09T08:45:18.464Z,"21km ENE of Eielson Air Force Base, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-09T08:37:32.060Z,2019-02-09 08:37:32,33.2103333,123.2103333,-116.5873333,63.4126667,19.95,0.41,ml,24,86,0.05147,0.26,ci,ci37526626,2019-02-09T08:41:19.398Z,"9km SSE of Warner Springs, CA",earthquake,0.52,0.8,0.074,6,automatic,ci,ci
2019-02-09T08:14:16.900Z,2019-02-09 08:14:17,19.4134998,109.4134998,-155.2793274,24.7206726,0.83,1.77,ml,17,55,0.006116,0.14,hv,hv70805331,2019-02-09T08:20:02.830Z,"4km WSW of Volcano, Hawaii",earthquake,0.19,0.29,0.71,3,automatic,hv,hv
2019-02-09T08:14:16.570Z,2019-02-09 08:14:17,39.2553329,129.2553329,-123.1158371,56.8841629,1.96,1.57,md,5,170,0.1522,0.03,nc,nc73140155,2019-02-09T11:34:04.210Z,"8km E of Redwood Valley, CA",earthquake,0.44,8.61,0.08,2,automatic,nc,nc
2019-02-09T08:04:54.100Z,2019-02-09 08:04:54,33.4833333,123.4833333,-116.7926667,63.2073333,4.39,1.28,ml,54,39,0.02966,0.18,ci,ci37526618,2019-02-09T08:16:11.980Z,"8km NE of Aguanga, CA",earthquake,0.18,0.43,0.139,26,automatic,ci,ci
2019-02-09T07:59:18.660Z,2019-02-09 07:59:19,19.4123325,109.4123325,-155.2810059,24.7189941,-0.8,2.89,md,41,26,0.006051,0.25,hv,hv70805326,2019-02-09T08:17:24.370Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.21,0.13,25,automatic,hv,hv
2019-02-09T07:49:55.375Z,2019-02-09 07:49:55,63.3003,153.3003,-151.8307,28.1693,7.8,1,ml,,,,0.55,ak,ak0191u9yjch,2019-02-09T07:53:29.452Z,"139km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-09T07:36:20.120Z,2019-02-09 07:36:20,33.4198333,123.4198333,-116.3666667,63.6333333,10,0.64,ml,21,150,0.157,0.17,ci,ci37526610,2019-02-09T07:39:55.012Z,"18km N of Borrego Springs, CA",earthquake,0.36,1.01,0.096,13,automatic,ci,ci
2019-02-09T07:34:06.650Z,2019-02-09 07:34:07,33.53,123.53,-116.7218333,63.2781667,3.9,0.58,ml,26,44,0.0376,0.13,ci,ci37526602,2019-02-09T07:38:07.943Z,"5km WSW of Anza, CA",earthquake,0.17,0.35,0.102,19,automatic,ci,ci
2019-02-09T07:27:31.679Z,2019-02-09 07:27:32,61.6829,151.6829,-150.4894,29.5106,54,1.5,ml,,,,0.88,ak,ak0191u9trs8,2019-02-09T07:30:15.232Z,"24km WSW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-09T07:13:41.760Z,2019-02-09 07:13:42,-12.8615,77.1385,45.2553,225.2553,10,4.7,mb,,51,6.408,1.26,us,us2000jflj,2019-02-09T07:31:29.040Z,"7km SSW of Pamandzi, Mayotte",earthquake,4.8,1.9,0.159,12,reviewed,us,us
2019-02-09T07:09:01.150Z,2019-02-09 07:09:01,33.3203333,123.3203333,-116.4008333,63.5991667,6.01,1.11,ml,35,156,0.05376,0.18,ci,ci37526586,2019-02-09T07:12:38.606Z,"8km NNW of Borrego Springs, CA",earthquake,0.33,0.68,0.161,28,automatic,ci,ci
2019-02-09T07:04:13.855Z,2019-02-09 07:04:14,60.8534,150.8534,-151.631,28.369,71.4,2.3,ml,,,,0.66,ak,ak0191u9osur,2019-02-09T07:22:53.040Z,"26km NW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-09T06:59:42.930Z,2019-02-09 06:59:43,34.2286667,124.2286667,-116.7016667,63.2983333,0.02,1.65,ml,6,293,0.3841,0.15,ci,ci37526578,2019-02-09T09:07:55.373Z,"14km ESE of Big Bear City, CA",earthquake,6.05,31.61,0.061,5,automatic,ci,ci
